Index,EmployerName,JobTitle,CaseStatus,NewChgEmp,WageInfo,DecisionDate,StartDate,WorkSite,MoreInfo,College,Citizenship
199,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"76066.00-126,000.00/Year",2016-05-13,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1098507,DREXEL UNIVERSITY,VIETNAM
95,DELOITTE TAX LLP,TAX SENIOR (MULTISTATE TAX),Certified-Expired,,"99050.00-105,000.00/Year",2016-05-09,,"San Francisco,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1098510,THE AMERICAN UNIVERSITY,CHINA
287,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"68700.00-127,900.00/Year",2016-05-06,,"Boston,MA",https://h1bsalary.online//extended_perm_data.php?PermID=1096820,UNIVERSITY OF NOTRE DAME,CHINA
204,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"75566.00-100,000.00/Year",2016-05-03,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1854193,MICHIGAN STATE UNIVERSITY,CHINA
308,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"67413.00-122,000.00/Year",2016-04-29,,"Boston,MA",https://h1bsalary.online//extended_perm_data.php?PermID=1850665,UNIVERSITY OF MASSACHUSETTS BOSTON,TAIWAN
418,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"58300.00-76,000.00/Year",2016-04-25,,"Portland,OR",https://h1bsalary.online//extended_perm_data.php?PermID=1854299,DRAKE UNIVERSTIY,JAPAN
53,DELOITTE TAX LLP,TAX MANAGER (TRANSFER PRICING),Certified-Expired,,"117437.00-163,000.00/Year",2016-04-14,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1847674,THE UNIVERSITY OF CHICAGO,JAPAN
114,DELOITTE TAX LLP,TAX SENIOR (TRANSFER PRICING),Certified-Expired,,"92955.00-95,955.00/Year",2016-04-04,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1114785,"CALIFORNIA STATE UNIVERSITY, CHICO",CHINA
389,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"61693.00-83,000.00/Year",2016-04-01,,"Baltimore,MD",https://h1bsalary.online//extended_perm_data.php?PermID=1097007,FORDHAM UNIVERSITY,CHINA
67,DELOITTE TAX LLP,TAX MANAGER (NATIONAL FEDERAL TAX SERVICES - PARTN,Certified-Expired,,"111114.00-125,000.00/Year",2016-03-28,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1842252,ANNA UNIVERSITY,INDIA
23,DELOITTE TAX LLP,TAX MANAGER (TAX MANAGEMENT CONSULTING),Certified-Expired,,"141482.00-144,482.00/Year",2016-03-28,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1842246,UNIVERSITY OF TECHNOLOGY MADHYA PRADESH,INDIA
200,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"76066.00-125,000.00/Year",2016-03-24,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1840494,SYRACUSE UNIVERSITY,CHINA
69,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"109990.00-112,990.00/Year",2016-03-02,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1837253,NORTH-EASTERN HILL UNIVERSITY,INDIA
263,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"71000.00-98,500.00/Year",2016-02-29,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1066429,ST. JOHN'S UNIVERSITY,TAIWAN
41,DELOITTE TAX LLP,TAX MANAGER (BUSINESS TAX SERVICES),Certified-Expired,,"121605.00-125,000.00/Year",2016-02-26,,"Stamford,CT",https://h1bsalary.online//extended_perm_data.php?PermID=1835973,PEOPLE'S FRIENDSHIP UNIVERSITY OF RUSSIA,INDIA
107,DELOITTE TAX LLP,TAX MANAGER (BUSINESS TAX SERVICES),Certified-Expired,,"95900.00-153,000.00/Year",2016-02-19,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1068916,OSMANIA UNIVERSITY,INDIA
224,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"74110.00-98,500.00/Year",2016-02-18,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1062489,PACE UNIVERSITY,CHINA
372,DELOITTE TAX LLP,TAX SENIOR (REAL ESTATE TAX SERVICES),Certified-Expired,,"63066.00-91,500.00/Year",2016-02-11,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1059035,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CHINA
357,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"64002.00-85,400.00/Year",2016-01-27,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1042810,WEST VIRGINIA UNIVERSITY,CHINA
262,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"71261.00-105,000.00/Year",2016-01-22,,"San Francisco,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1043725,VILLANOVA UNIVERSITY,CHINA
354,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"64372.00-103,613.00/Year",2016-01-14,,"McLean,VA",https://h1bsalary.online//extended_perm_data.php?PermID=1037831,SHANDONG ECONOMIC UNIVERSITY,CHINA
86,DELOITTE TAX LLP,TAX MANAGER (GLOBAL INDIRECT/VAT),Certified-Expired,,"102814.00-105,814.00/Year",2015-12-23,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1021802,WARSAW SCHOOL OF ECONOMICS,POLAND
390,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"61381.00-87,750.00/Year",2015-12-03,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=1019798,SUFFOLK UNIVERSITY,JAPAN
397,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"60750.00-87,750.00/Year",2015-11-27,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=1017191,PORTLAND STATE UNIVERSITY,JAPAN
93,DELOITTE TAX LLP,TAX MANAGER (TRANSFER PRICING),Certified-Expired,,"99715.00-152,000.00/Year",2015-11-20,,"McLean,VA",https://h1bsalary.online//extended_perm_data.php?PermID=1019788,GOLDEN GATE UNIVERSITY,CANADA
251,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"72000.00-82,000.00/Year",2015-11-18,,"Jersey City,NJ",https://h1bsalary.online//extended_perm_data.php?PermID=963570,OSMANIA UNIVERSITY,INDIA
218,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"74526.00-86,000.00/Year",2015-11-12,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=962041,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,SOUTH KOREA
393,DELOITTE TAX LLP,TAX SENIOR (PRIVATE COMPANY SERVICES),Certified-Expired,,"61110.00-95,000.00/Year",2015-11-02,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=959193,BRIGHAM YOUNG UNIVERSITY - IDAHO,MONGOLIA
239,DELOITTE TAX LLP,TAX SENIOR (PRIVATE COMPANY SERVICES),Certified-Expired,,"72946.00-116,500.00/Year",2015-10-28,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=959940,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",SOUTH KOREA
151,DELOITTE TAX LLP,TAX SENIOR (INTERNATIONAL TAX),Certified-Expired,,"80496.00-87,000.00/Year",2015-10-19,,"Pittsburgh,PA",https://h1bsalary.online//extended_perm_data.php?PermID=1004990,THE UNIVERSITY OF PITTSBURGH,UKRAINE
160,DELOITTE TAX LLP,TAX SENIOR (NATIONAL TAX TECHNOLOGY GROUP),Certified-Expired,,"79747.00-81,500.00/Year",2015-10-15,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1012224,UNIVERSITY OF ILLINOIS,IVORY COAST
223,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"74110.00-96,500.00/Year",2015-10-15,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=990885,OSMANIA UNIVERSITY,INDIA
264,DELOITTE TAX LLP,TAX SENIOR (MULTISTATE TAX),Certified-Expired,,"71000.00-90,000.00/Year",2015-10-15,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=999302,GEORGIA STATE UNIVERSITY,CHINA
391,DELOITTE TAX LLP,TAX SENIOR (REAL ESTATE TAX SERVICES),Certified-Expired,,"61381.00-86,000.00/Year",2015-09-23,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=1009800,GEORGIA STATE UNIVERSITY,RUSSIA
383,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"62200.00-76,665.00/Year",2015-09-23,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1830725,THE OHIO UNIVERSITY,SOUTH AFRICA
358,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"64000.00-145,400.00/Year",2015-09-18,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=947468,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,SOUTH KOREA
235,DELOITTE TAX LLP,TAX SENIOR (NATIONAL TAX TECHNOLOGY GROUP),Certified-Expired,,"73400.00-78,000.00/Year",2015-09-03,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=948433,CLEVELAND STATE UNIVERSITY,INDIA
221,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"74200.00-77,200.00/Year",2015-09-02,,"Grand Rapids,MI",https://h1bsalary.online//extended_perm_data.php?PermID=948904,DAVENPORT UNIVERSITY,FINLAND
222,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"74110.00-113,000.00/Year",2015-08-28,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1004716,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH,JAPAN
310,DELOITTE TAX LLP,TAX SENIOR (NATIONAL TAX TECHNOLOGY GROUP),Certified-Expired,,"67163.00-114,500.00/Year",2015-08-28,,"Chicago,IL",https://h1bsalary.online//extended_perm_data.php?PermID=1002585,ANNA UNIVERSITY,INDIA
359,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"64000.00-145,400.00/Year",2015-08-19,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=945504,THE UNIVERSITY OF AKRON,INDIA
161,DELOITTE TAX LLP,TAX SENIOR (INTERNATIONAL TAX),Certified-Expired,,"79622.00-96,700.00/Year",2015-08-14,,"Boston,MA",https://h1bsalary.online//extended_perm_data.php?PermID=995368,BENTLEY UNIVERSITY,CHINA
2,DELOITTE TAX LLP,TAX SENIOR MANAGER (TRANSFER PRICING),Certified-Expired,,"194896.00-212,000.00/Year",2015-08-11,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1827118,"UNIVERSITY OF CALIFORNIA, BERKELEY",INDIA
11,DELOITTE TAX LLP,TAX MANAGER (TAX MANAGEMENT CONSULTING),Certified-Expired,,"161782.00-164,782.00/Year",2015-07-31,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=999540,UNIVERSITY OF ILLINOIS SPRINGFIELD,INDIA
219,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"74464.00-82,400.00/Year",2015-07-15,,"Chicago,IL",https://h1bsalary.online//extended_perm_data.php?PermID=992580,DEPAUL UNIVERSITY (KELLSTADT GRADUATE SCHOOL OF BUSINESS),INDIA
201,DELOITTE TAX LLP,"TAX SENIOR, TAX MANAGEMENT CONSULTING",N/A,,"75879.00-109,300.00/Year",2015-05-27,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=906136,OSMANIA UNIVERSITY,INDIA
152,DELOITTE TAX LLP,TAX MANAGER (TRANSFER PRICING),Certified-Expired,,"80000.00-83,000.00/Year",2015-04-13,,"Philadelphia,PA",https://h1bsalary.online//extended_perm_data.php?PermID=1822506,MOUNT HOLYOKE COLLEGE,NEPAL
148,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"80995.00-83,995.00/Year",2015-04-13,,"Jersey City,NJ",https://h1bsalary.online//extended_perm_data.php?PermID=1822475,BRIGHAM YOUNG UNIVERSITY,PAKISTAN
173,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"77938.00-88,000.00/Year",2015-04-13,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=975909,SOUTHEASTERN LOUISIANA UNIVERSITY,BAHAMAS
150,DELOITTE TAX LLP,TAX MANAGER (PRIVATE COMPANY SERVICES),Certified-Expired,,"80579.00-132,000.00/Year",2015-03-20,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=977241,UNIVERSITY OF HOUSTON,PAKISTAN
113,DELOITTE TAX LLP,TAX SENIOR (FINANCIAL SERVICES GROUP),Certified-Expired,,"93475.00-113,000.00/Year",2015-03-16,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=982049,PACE UNIVERSITY,CHINA
92,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"99736.00-102,736.00/Year",2015-03-09,,"McLean,VA",https://h1bsalary.online//extended_perm_data.php?PermID=976382,OSMANIA UNIVERSITY,INDIA
382,DELOITTE TAX LLP,TAX SENIOR (GLOBAL EMPLOYER SERVICES),Certified-Expired,,"62462.00-85,000.00/Year",2015-03-06,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=976149,MAHARISHI UNIVERSITY OF MANAGEMENT,INDIA
21,DELOITTE TAX LLP,TAX MANAGER (TAX MANAGEMENT CONSULTING),Certified-Expired,,"143915.00-146,915.00/Year",2015-03-05,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=971920,OHIO WESLEYAN UNIVERSITY,PAKISTAN
270,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"70429.00-111,000.00/Year",2015-03-05,,"San Francisco,CA",https://h1bsalary.online//extended_perm_data.php?PermID=970784,OSMANIA UNIVERSITY,INDIA
32,DELOITTE TAX LLP,TAX MANAGER (TAX MANAGEMENT CONSULTING),Certified-Expired,,"132621.00-160,000.00/Year",2015-03-03,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=971835,UNIVERSITY OF ILLINOIS SPRINGFIELD,INDIA
241,DELOITTE TAX LLP,TAX SENIOR (PRIVATE COMPANY SERVICES),Certified-Expired,,"72946.00-113,000.00/Year",2015-02-24,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=969961,THE BERNARD M. BARUCH COLLEGE,CHINA
343,DELOITTE TAX LLP,TAX SENIOR (INTERNATIONAL TAX),Certified-Expired,,"65400.00-111,000.00/Year",2015-02-24,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1820297,OSMANIA UNIVERSITY,INDIA
240,DELOITTE TAX LLP,TAX SENIOR (REAL ESTATE TAX SERVICES),Certified-Expired,,"72946.00-113,000.00/Year",2015-02-19,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=970561,SYRACUSE UNIVERSITY,MALI
211,DELOITTE TAX LLP,TAX SENIOR (MULTISTATE TAX),Certified-Expired,,"75275.00-95,000.00/Year",2015-02-13,,"Costa Mesa,CA",https://h1bsalary.online//extended_perm_data.php?PermID=970989,"UNIVERSITY OF CALIFORNIA, DAVIS",SOUTH KOREA
51,DELOITTE TAX LLP,TAX MANAGER (BUSINESS TAX SERVICES),Certified-Expired,,"119371.00-122,371.00/Year",2015-02-12,,"Detroit,MI",https://h1bsalary.online//extended_perm_data.php?PermID=973557,MICHIGAN STATE UNIVERSITY,PAKISTAN
85,DELOITTE TAX LLP,TAX SENIOR (MERGERS & ACQUISITIONS),Certified-Expired,,"103355.00-106,355.00/Year",2015-02-11,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=968180,PURDUE UNIVERSITY,CHINA
395,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"61000.00-95,000.00/Year",2015-02-04,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=1818463,UNIVERSITY OF SOUTHERN CALIFORNIA,SPAIN
381,DELOITTE TAX LLP,TAX SENIOR (MULTISTATE TAX),Certified-Expired,,"62462.00-77,100.00/Year",2015-01-29,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=1819166,LOUISIANA TECH UNIVERSITY,NIGERIA
394,DELOITTE TAX LLP,TAX SENIOR (BUSINESS TAX SERVICES),Certified-Expired,,"61110.00-95,000.00/Year",2015-01-22,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=966389,UNIVERSITY OF TEXAS AT AUSTIN,SOUTH KOREA
190,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"76773.00-98,400.00/Year",2015-01-21,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=962088,PANJAB UNIVERSITY,INDIA
71,DELOITTE TAX LLP,TAX MANAGER (INTERNATIONAL TAX),Certified-Expired,,"109554.00-146,700.00/Year",2015-01-13,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=964954,THE UNIVERSITY OF HAWAII,SOUTH KOREA
304,DELOITTE TAX LLP,TAX SENIOR (MULTISTATE TAX),N/A,,"68000.00-93,000.00/Year",2014-12-08,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=963569,UNIVERSITY OF SOUTHERN CALIFORNIA,SOUTH KOREA
242,DELOITTE TAX LLP,TAX SENIOR (REAL ESTATE TAX SERVICES),Certified-Expired,,"72946.00-123,400.00/Year",2014-11-17,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=1812391,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",UNITED KINGDOM
243,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,"72779.00-145,400.00/Year",2014-10-23,,"Boston,MA",https://h1bsalary.online//extended_perm_data.php?PermID=1810493,BIRLA INSTITUTE OF TECHOLOGY,INDIA
124,DELOITTE TAX LLP,TAX MANAGER (INTERNATIONAL TAX),Certified-Expired,,"89939.00-134,000.00/Year",2014-10-17,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=932903,UNIVERSITY OF SOUTHERN CALIFORNIA,INDIA
12,DELOITTE TAX LLP,SENIOR TAX MANAGER (WASHINGTON NATIONAL TAX),Certified-Expired,,"159400.00-369,800.00/Year",2014-10-16,,"Washington,DC",https://h1bsalary.online//extended_perm_data.php?PermID=1810343,ATENEO DE MANILA UNIVERSITY,PHILIPPINES
399,DELOITTE TAX LLP,ACCOUNTANTS AND AUDITORS,N/A,,60501.00-133500/Year,2014-05-13,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=848378,N/A,N/A
123,DELOITTE TAX LLP,TAX MANAGER (BUSINESS TAX SERVICES),Certified-Expired,,90000.00-160000.00/Year,2013-12-30,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=2191428,BENTLEY UNIVERSITY (FKA BENTLEY COLLEGE),CHINA
42,DELOITTE TAX LLP,ACCOUNTANTS AND AUDITORS,N/A,,121500.00-277700/Year,2013-12-11,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=899221,N/A,N/A
162,DELOITTE TAX LLP,TAX SENIOR (TAX MANAGEMENT CONSULTING),Certified-Expired,,79269.00-123000.00/Year,2013-12-05,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=2191952,JAI NARAIN VYAS UNIVERSITY,INDIA
412,DELOITTE TAX LLP,INTERNATIONAL TAX SENIOR,Certified-Expired,,59310.00-103000.00/Year,2013-06-28,,"Philadelphia,PA",https://h1bsalary.online//extended_perm_data.php?PermID=2172513,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,BENIN
425,DELOITTE TAX LLP,TAX SENIOR - BUSINESS TAX SERVICES,Certified-Expired,,56600.00-65000.00/Year,2013-06-26,,"Pittsburgh,PA",https://h1bsalary.online//extended_perm_data.php?PermID=2170449,DUQUESNE UNIVERSITY,BULGARIA
130,DELOITTE TAX LLP,TAX MANAGER - BUSINESS TAX SERVICES,Certified-Expired,,89150.00-124000.00/Year,2013-06-06,,"Houston,TX",https://h1bsalary.online//extended_perm_data.php?PermID=2168145,UNIVERSITY OF MINNESOTA,TAIWAN
422,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,57700.00-108000.00/Year,2013-06-03,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=2168529,UNIVERSITY OF MANITOBA,CANADA
1,DELOITTE TAX LLP,"INTERNATIONAL TAX DIRECTOR, ICE",Certified-Expired,,214033.00-415000.00/Year,2013-05-21,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2167707,NEW YORK UNIVERSITY,SINGAPORE
349,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,64918.00-105000.00/Year,2013-05-08,,"Boston,MA",https://h1bsalary.online//extended_perm_data.php?PermID=2164770,UNIVERSITY OF NOTRE DAME,CHINA
344,DELOITTE TAX LLP,"TAX SENIOR, GLOBAL EMPLOYER SERVICES (GES)",Certified-Expired,,65300.00-93000.00/Year,2013-04-25,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2166106,"STATE UNIVERSITY OF NEW YORK, UNIVERSITY AT ALBANY",CHINA
169,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,78375.00-97300.00/Year,2013-04-19,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=2165733,IT UNIVERSITY OF COPENHAGEN,INDIA
409,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,59843.00-108000.00/Year,2013-04-16,,"Atlanta,GA",https://h1bsalary.online//extended_perm_data.php?PermID=2166493,GOLDEN GATE UNIVERSITY,JAPAN
248,DELOITTE TAX LLP,"TAX SENIOR, TAX MANAGEMENT CONSULTING",Certified-Expired,,72401.00-109300.00/Year,2013-04-11,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2164098,"SETON HALL UNIVERSITY, STILLMAN SCHOOL OF BUSINESS",SOUTH KOREA
249,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,72201.00-113500.00/Year,2013-04-05,,"Parsippany,NJ",https://h1bsalary.online//extended_perm_data.php?PermID=2160668,FAIRLEIGH DICKINSON UNIVERSITY,BURKINA FASO
5,DELOITTE TAX LLP,"SENIOR MANAGER, TRANSFER PRICING GROUP",Certified-Expired,,181897.00-219000.00/Year,2013-04-03,,"San Jose,CA",https://h1bsalary.online//extended_perm_data.php?PermID=2164331,TEXAS A&M UNIVERSITY,INDIA
125,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,89711.00-121000.00/Year,2013-04-02,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2165505,THE BERNARD M. BARUCH COLLEGE,PAKISTAN
244,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,72601.00-113500.00/Year,2013-03-28,,"Parsippany,NJ",https://h1bsalary.online//extended_perm_data.php?PermID=2163932,THE UNIVERSITY OF GEORGIA,CHINA
246,DELOITTE TAX LLP,"TAX SENIOR, GLOBAL EMPLOYER SERVICES",Certified-Expired,,72551.00-93000.00/Year,2013-03-26,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2166180,THE BERNARD M. BARUCH COLLEGE,TAIWAN
72,DELOITTE TAX LLP,"TAX SENIOR, LEAD TAX SERVICES, NFTS",Certified-Expired,,108244.00-113500.00/Year,2013-03-20,,"Parsippany,NJ",https://h1bsalary.online//extended_perm_data.php?PermID=2157000,UNIVERSITY OF CALICUT,INDIA
247,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,72551.00-121000.00/Year,2013-02-13,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2160477,"RUTGERS, THE STATE UNIVESITY OF NEW JERSEY",UNITED KINGDOM
145,DELOITTE TAX LLP,INTERNATIONAL TAX SENIOR,Certified-Expired,,83929.00-93160.00/Year,2013-01-24,,"McLean,VA",https://h1bsalary.online//extended_perm_data.php?PermID=2154915,FERRIS STATE UNIVERSITY,ZAMBIA
20,DELOITTE TAX LLP,"SENIOR MANAGER, TRANSFER PRICING GROUP",Certified-Expired,,145000.00-201000.00/Year,2013-01-11,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=2134190,THE UNIVERSITY OF TEXAS AT AUSTIN,LEBANON
303,DELOITTE TAX LLP,"TAX SENIOR, INDIRECT TAX",Certified-Expired,,68000.00-121000.00/Year,2013-01-07,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2154856,NEW YORK LAW SCHOOL,BELGIUM
431,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,54300.00-64500.00/Year,2012-12-13,,"Omaha,NE",https://h1bsalary.online//extended_perm_data.php?PermID=2151069,THE UNIVERSITY OF NEBRASKA AT OMAHA,SWEDEN
259,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,71470.00-74000.00/Year,2012-12-13,,"Charlotte,NC",https://h1bsalary.online//extended_perm_data.php?PermID=2154117,THE UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,NIGERIA
13,DELOITTE TAX LLP,"SENIOR MANAGER, TRANSFER PRICING GROUP",Certified-Expired,,158455.00-266400.00/Year,2012-12-11,,"Washington,DC",https://h1bsalary.online//extended_perm_data.php?PermID=2153161,THE UNIVERSITY OF CHICAGO,ITALY
110,DELOITTE TAX LLP,"SENIOR CONSULTANT, TECHNOLOGY ENABLING SERVICES",Certified-Expired,,94183.00-132000.00/Year,2012-12-03,,"Los Angeles,CA",https://h1bsalary.online//extended_perm_data.php?PermID=2140869,UNIVERSITY OF MUMBAI,INDIA
126,DELOITTE TAX LLP,"TAX SENIOR, BUSINESS TAX SERVICES",Certified-Expired,,89711.00-121000.00/Year,2012-11-20,,"New York,NY",https://h1bsalary.online//extended_perm_data.php?PermID=2140090,MOUNT IDA COLLEGE,JAPAN
76,DELOITTE TAX LLP,"SENIOR CONSULTANT, TAX DATA ANALYTICS",Certified-Expired,,106747.00/Year,2012-09-18,,"Dallas,TX",https://h1bsalary.online//extended_perm_data.php?PermID=2132212,PUNJAB TECHNICAL UNIVERSITY,INDIA
